word,main_word
आत्मच्रित्राचा , आत्मचित्र
आत्मच्रित्रात , आत्मचित्र
आत्मच्रित्र , आत्मचित्र
आत्मच्रित्रे , आत्मचित्र
आत्मगौरव् , आत्मगौरव
आत्मगौरवाला , आत्मगौरव
आत्मह्त्या , आत्महत्या
आत्मज्ञान , ज्ञान
आत्मक्था , आत्मकथा
आत्मक्थन् , आत्मकथन
आत्मकेंद्री , आत्मकेंद्री
आत्मकेंद्रित , आत्मकेंद्रित
आत्मनेपदी , आत्मनेपदी
आत्मपूरक् , आत्मपूरक
आत्मप्रौढीचा , आत्मप्रौढी
आत्मर्त , आत्मरत
आत्मसात , आत्मसात
आत्मस्ंतोषी , आत्मसंतोषी
आत्मस्ंयम्न , आत्मसंयम
आत्मस्मर्थन् , आत्मसमर्थन
आत्मस्न्मान , आत्मसन्मान
आत्मव्ंचित , आत्मवंचित
आत्मवृत्त , वृत्त
आत्मव्शिव्सा ,
आत्मविश्वासाबरोबर् , आत्मविश्वास
आत्मविश्वासाचं , आत्मविश्वास
आत्मविश्वासाचे , आत्मविश्वास
आत्मविश्वासाने , आत्मविश्वास
आत्मविश्वास , विश्वास
आत्मविकस्नाचा , आत्मविकसन
आत्मिक , आत्मिक
आत्म्याला ,
आत्ताशी , आत्ताशी
आत्तापर्यंतचा , आत्ता
आत्तासमोर ,
आत्ती ,
आत्तीशी ,
आत्तीशीच ,
आत्तीबरोबर् ,
आत्तीबद्दल् ,
आत्तीचा ,
आत्तीचाही ,
आत्तीची ,
आत्तीच ,
आत्तीचे ,
आत्तीच्या ,
आत्तीही ,
आत्तीइतकेच ,
आत्तीकडून ,
आत्तीकडे ,
आत्तीला ,
आत्तीलाच ,
आत्तीलाही ,
आत्तीने ,
आत्तीपर्यंत ,
आत्तीसह् ,
आत्तीसमोर ,
आत्तीवर् ,
आत्या ,
आत्यांतिक , आत्यंतिक
आत्याबाई , आत्याबाई
आत्याच्या ,
आत्यंतिक , आत्यंतिक
आदान , आदान
आदार ,
आदी , आदी
आदीम , आदिम
आदीवासींसाठी , आदिवासी
आदळापट् , आदळआपट
आदळावा , आदळणे
आदळ्णार , आदळणे
आदबीने , आदब
आदल्या ,
आदल्याच , आदला
आदर् , आदर
आदराची ,
आदराने ,
आदरापोटी ,
आदरातिथ्य , आदर
आदर्भावाने , आदरभाव
आदर्भाव , आदरभाव
आदर्णीय , आदरणीय
आदर्शाचे , आदर्श
आदर्श ,
आदर्शच् , आदर्श
आदर्तिथ्याने , आदर
आदेशाने , आदेश
आदेशानुसार , आदेश
आदेश ,
आदेशप्त्र , आदेशपत्र
आदिमाया , आदिमाया
