word,main_word,stem
घाणेकरांनीच ,घाणेकर,ांनीच 
घाणेकरांसारखे ,घाणेकर,ांसारखे 
घाणेकर्च ,घाणेकर,्च 
घाणेकर्ही ,घाणेकर,्ही 
घाबरायच्ं ,घाबर,ायच्ं 
घाबर्णारे ,घाबर,्णारे 
घाबरू ,घाबर,ू 
घाबरून ,घाबर,ून 
घाबरूनच् ,घाबर,ूनच् 
घाबऱ्या ,घाबर,़्या 
घाबरेलेल्या ,घाबर,ेलेल्या 
घाबर्ला ,घाबर,्ला 
घाबर्ली ,घाबर,्ली 
घाबर्ले ,घाबर,्ले 
घाबर्लेली ,घाबर,्लेली 
घाबर्लो ,घाबर,्लो 
घाबर्ल्यासारखे ,घाबर,्ल्यासारखे 
घाबर्टप्णाने ,घाबर,्टप्णाने 
घाबर्ता ,घाबर,्ता 
ओघाबरोबर् ,घाबर,ोबर् 
घाला ,घाल,ा 
घालावी ,घाल,ावी 
घालावीत ,घाल,ावीत 
घालायचा ,घाल,ायचा 
घालायची ,घाल,ायची 
घालायच्ं ,घाल,ायच्ं 
घालायचे ,घाल,ायचे 
घालायच्या ,घाल,ायच्या 
घालायला ,घाल,ायला 
घाली ,घाल,ी 
घालील ,घाल,ील 
घालीन ,घाल,ीन 
घालीत ,घाल,ीत 
घालू ,घाल,ू 
घालून ,घाल,ून 
घालूनच् ,घाल,ूनच् 
घाल ,घाल, 
घालणारा ,घाल,णारा 
घालणाऱ्या ,घाल,णाऱ्या 
घालणार ,घाल,णार 
घालण्ं ,घाल,ण्ं 
घालणे ,घाल,णे 
घालणेही ,घाल,णेही 
घालण्याचा ,घाल,ण्याचा 
घालण्याचाही ,घाल,ण्याचाही 
घालण्याच्या ,घाल,ण्याच्या 
घालण्याकडे ,घाल,ण्याकडे 
घालण्यासाठी ,घाल,ण्यासाठी 
घालण्यास ,घाल,ण्यास 
घालण्याविषयी ,घाल,ण्याविषयी 
घालण्यात ,घाल,ण्यात 
घालमेल ,घाल,मेल 
घालन्याआदी ,घाल,न्याआदी 
घालवा ,घाल,वा 
घालवावा ,घाल,वावा 
घालवावे ,घाल,वावे 
घालवायला ,घाल,वायला 
घालवीन ,घाल,वीन 
घालव्णार ,घाल,व्णार 
घालव्ण्यासाठी ,घाल,व्ण्यासाठी 
घालवून ,घाल,वून 
घालविला ,घाल,विला 
घालविता ,घाल,विता 
घालविते ,घाल,विते 
घालव्ली ,घाल,व्ली 
घालव्ले ,घाल,व्ले 
घालव्लेल्या ,घाल,व्लेल्या 
घालव्ल्या ,घाल,व्ल्या 
घालत् ,घाल,त् 
घालता ,घाल,ता 
घालताना ,घाल,ताना 
घालतानाच ,घाल,तानाच 
घालतात ,घाल,तात 
घालतील ,घाल,तील 
घालतो ,घाल,तो 
घालिती ,घाल,िती 
निघाला ,घाल,ा 
निघालास ,घाल,ास 
निघाली ,घाल,ी 
निघालं ,घाल,ं 
निघाले ,घाल,े 
निघालेला ,घाल,ेला 
निघालेले ,घाल,ेले 
निघालेल्या ,घाल,ेल्या 
निघालो ,घाल,ो 
निघाल्या ,घाल,्या 
निघाल्याशिवाय ,घाल,्याशिवाय 
निघाल्यासारखे ,घाल,्यासारखे 
निघाल्यावर् ,घाल,्यावर् 
उलघाल ,घाल, 
घासाघीस ,घास,ाघीस 
घासायचे ,घास,ायचे 
घासून ,घास,ून 
घासूनपुसून ,घास,ूनपुसून 
घास ,घास, 
घासणे ,घास,णे 
घासली ,घास,ली 
घासलेट ,घास,लेट 
घासल्यामुळे ,घास,ल्यामुळे 
घासल्यासही ,घास,ल्यासही 
वाघासारखीच ,घास,ारखीच 
घडामोडी ,घडामोडी, 
घडामोडींशी ,घडामोडी,ंशी 
घडामोडींची ,घडामोडी,ंची 
घडामोडींचे ,घडामोडी,ंचे 
घडामोडींमुळे ,घडामोडी,ंमुळे 
घडामोडींवर् ,घडामोडी,ंवर् 
घड्ल्या ,घड्ल्,या 
घड्ल्याशिवाय ,घड्ल्,याशिवाय 
घड्ल्याचे ,घड्ल्,याचे 
घड्ल्यास ,घड्ल्,यास 
बिघड्ल्यामुळे ,घड्ल्,यामुळे 
उघड्ल्या ,घड्ल्,या 
उघड्ल्यामुळे ,घड्ल्,यामुळे 
उघड्ल्याप्रमाणे ,घड्ल्,याप्रमाणे 
उघड्ल्यास ,घड्ल्,यास 
घराण्यांच्या ,घराण्,यांच्या 
घराण्यांतले ,घराण्,यांतले 
घराण्याचा ,घराण्,याचा 
घराण्याची ,घराण्,याची 
घराण्याच्या ,घराण्,याच्या 
घराण्याविषयी ,घराण्,याविषयी 
घराण्यातील ,घराण्,यातील 
घराण्यात ,घराण्,यात 
घट्का ,घट्क,ा 
घट्काभर् ,घट्क,ाभर् 
घट्काभर्च्या ,घट्क,ाभर्च्या 
घट्कांबरोबर्च ,घट्क,ांबरोबर्च 
घट्कांचा ,घट्क,ांचा 
घट्कांचाही ,घट्क,ांचाही 
घट्कांची ,घट्क,ांची 
घट्कांचे ,घट्क,ांचे 
घट्कांच्या ,घट्क,ांच्या 
घट्कांकडे ,घट्क,ांकडे 
घट्कांमध्ये ,घट्क,ांमध्ये 
घट्कांना ,घट्क,ांना 
